League: National Hockey League - Season: 2024-25              ,Date: 12.3.24
--------------------------------------------------------------
Regular Season
--------------------------------------------------------------
Name                                                          ,Team         ,Pos    ,GP,G ,A ,P ,+/-,PIM,PPg ,PPa  ,PPp,SHg,SHa,SHp,GWG ,GT,FG,EN,SOG,Sh  ,HT ,GA,TA,FO  ,SB,2 ,5,Mi,Ma,GM,FI,FW,ATOI ,APPT,APKT,+ ,- ,FS,Av R,
Ethan Keppen                                                  ,Vancouver    ,LW     ,28,0 ,3 ,3 ,-10,22 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,21 ,0.0 ,70 ,4 ,1 ,0   ,10,11,0,0 ,0 ,0 ,0 ,0 ,10:29,0:00,0:00,3 ,13,0 ,6.86,
Connor Carrick                                                ,Colorado     ,RD     ,25,0 ,3 ,3 ,5  ,33 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,12 ,0.0 ,36 ,7 ,9 ,0   ,25,9 ,1,1 ,0 ,0 ,1 ,0 ,14:49,0:00,0:33,19,14,0 ,6.84,
Carson Meyer                                                  ,Cleveland    ,RW     ,11,2 ,0 ,2 ,-1 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,12 ,16.7,12 ,3 ,1 ,0.00,3 ,2 ,0,0 ,0 ,0 ,0 ,0 ,10:02,0:00,0:00,3 ,4 ,0 ,6.73,
Simon Bourque                                                 ,Vegas        ,LD     ,14,2 ,0 ,2 ,-3 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,2   ,0 ,0 ,0 ,10 ,20.0,23 ,2 ,1 ,0   ,15,2 ,0,0 ,0 ,0 ,0 ,0 ,15:55,0:00,1:06,7 ,10,1 ,6.64,
Dominik Kubalík                                               ,Boston       ,LW     ,26,2 ,0 ,2 ,-16,8  ,1   ,0    ,1  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,32 ,6.3 ,18 ,5 ,4 ,0   ,9 ,4 ,0,0 ,0 ,0 ,0 ,0 ,12:57,0:53,0:01,1 ,17,0 ,6.46,
Benton Maass                                                  ,Washington   ,RD/LD  ,7 ,1 ,1 ,2 ,3  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,3  ,33.3,5  ,2 ,2 ,0   ,7 ,0 ,0,0 ,0 ,0 ,0 ,0 ,13:00,0:00,0:13,7 ,4 ,0 ,7.00,
Declan McDonnell                                              ,Belleville   ,RW     ,16,1 ,1 ,2 ,-4 ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,23 ,4.3 ,3  ,2 ,0 ,0   ,5 ,0 ,0,0 ,0 ,0 ,0 ,0 ,9:41 ,0:56,0:00,3 ,7 ,0 ,6.81,
Aleksi Heponiemi                                              ,Florida      ,C      ,10,1 ,1 ,2 ,-2 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,8  ,12.5,3  ,2 ,1 ,0.61,5 ,1 ,0,0 ,0 ,0 ,0 ,0 ,10:04,0:00,0:00,3 ,5 ,0 ,6.50,
Roland Fitkau                                                 ,Winnipeg     ,C      ,8 ,1 ,1 ,2 ,-3 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,11 ,9.1 ,10 ,1 ,0 ,0.34,5 ,1 ,0,0 ,0 ,0 ,0 ,0 ,11:10,0:00,0:15,2 ,5 ,0 ,6.25,
Joël Teasdale                                                 ,Laval        ,LW     ,12,1 ,1 ,2 ,-8 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,11 ,9.1 ,23 ,2 ,1 ,0   ,5 ,1 ,0,0 ,0 ,0 ,0 ,0 ,9:34 ,0:00,0:00,3 ,11,0 ,6.92,
Bobby Nardella                                                ,Colorado     ,LD/RD  ,13,1 ,1 ,2 ,5  ,4  ,1   ,0    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,4  ,25.0,15 ,8 ,4 ,0   ,14,2 ,0,0 ,0 ,0 ,0 ,0 ,16:40,0:26,0:46,11,6 ,0 ,6.69,
Jake Muzzin                                                   ,Buffalo      ,LD     ,11,1 ,1 ,2 ,0  ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,14 ,7.1 ,22 ,4 ,5 ,0   ,8 ,2 ,0,0 ,0 ,0 ,0 ,0 ,15:13,0:00,0:59,6 ,6 ,0 ,7.09,
John Moore                                                    ,NY Rangers   ,LD     ,15,1 ,1 ,2 ,-8 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,9  ,11.1,26 ,2 ,4 ,0   ,10,2 ,0,0 ,0 ,0 ,0 ,0 ,13:39,0:00,0:11,3 ,11,1 ,6.73,
Mikael Backlund                                               ,Minnesota    ,C      ,21,1 ,1 ,2 ,-7 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,17 ,5.9 ,28 ,2 ,7 ,0.60,13,3 ,0,0 ,0 ,0 ,0 ,0 ,11:40,0:03,0:00,4 ,11,0 ,6.19,
Drake Batherson                                               ,New Jersey   ,C      ,15,1 ,1 ,2 ,0  ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,12 ,8.3 ,16 ,2 ,2 ,0.48,11,4 ,0,0 ,0 ,0 ,0 ,0 ,9:20 ,0:00,0:00,3 ,3 ,0 ,6.40,
Keaton Middleton                                              ,New Jersey   ,LD     ,18,1 ,1 ,2 ,-8 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,13 ,7.7 ,46 ,13,8 ,0   ,16,4 ,0,0 ,0 ,0 ,0 ,0 ,14:03,0:00,0:08,12,20,0 ,6.78,
Jake Virtanen                                                 ,Vancouver    ,RW     ,26,1 ,1 ,2 ,-9 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,33 ,3.0 ,80 ,6 ,10,0.00,12,6 ,0,0 ,0 ,0 ,0 ,0 ,13:04,0:00,1:14,6 ,15,0 ,6.81,
Cédric Paquette                                               ,Nashville    ,C/LW   ,22,1 ,1 ,2 ,-5 ,93 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,14 ,7.1 ,40 ,4 ,6 ,0.47,20,14,5,2 ,1 ,1 ,4 ,1 ,9:40 ,0:00,0:27,4 ,9 ,0 ,6.27,
Matt Anderson                                                 ,Calgary      ,LD/RD  ,15,0 ,2 ,2 ,3  ,0  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,12 ,0.0 ,19 ,6 ,4 ,0   ,11,0 ,0,0 ,0 ,0 ,0 ,0 ,16:38,1:56,0:19,9 ,6 ,0 ,7.00,
Maxence Guénette                                              ,Pittsburgh   ,RD     ,5 ,0 ,2 ,2 ,2  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,1  ,0.0 ,2  ,2 ,0 ,0   ,3 ,0 ,0,0 ,0 ,0 ,0 ,0 ,14:36,0:00,0:24,3 ,1 ,0 ,6.60,
Joseph Duszak                                                 ,Toronto      ,RD/LD  ,9 ,0 ,2 ,2 ,2  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,9  ,0.0 ,9  ,5 ,2 ,0   ,16,0 ,0,0 ,0 ,0 ,0 ,0 ,16:19,0:48,1:00,7 ,5 ,0 ,6.78,
Sean Durzi                                                    ,Los Angeles  ,RD     ,7 ,0 ,2 ,2 ,-1 ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,3  ,0.0 ,9  ,3 ,1 ,0   ,6 ,0 ,0,0 ,0 ,0 ,0 ,0 ,15:32,0:00,0:06,4 ,5 ,0 ,6.71,
Scott Harrington                                              ,San Antonio  ,RD/LD  ,4 ,0 ,2 ,2 ,-2 ,0  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,3  ,0.0 ,5  ,0 ,5 ,0   ,5 ,0 ,0,0 ,0 ,0 ,0 ,0 ,15:54,1:00,1:48,2 ,4 ,0 ,6.75,
Bayne Pitt                                                    ,Florida      ,RW     ,7 ,0 ,2 ,2 ,-2 ,0  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,8  ,0.0 ,9  ,3 ,0 ,0   ,0 ,0 ,0,0 ,0 ,0 ,0 ,0 ,10:20,0:34,0:00,1 ,3 ,0 ,6.86,
Mike Reilly                                                   ,Detroit      ,LD     ,19,0 ,2 ,2 ,1  ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,7  ,0.0 ,20 ,6 ,7 ,0   ,19,1 ,0,0 ,0 ,0 ,0 ,0 ,14:25,0:00,0:58,13,12,0 ,7.00,
Mattias Samuelsson                                            ,Buffalo      ,LD/RD  ,11,0 ,2 ,2 ,0  ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,13 ,0.0 ,37 ,8 ,8 ,0   ,15,1 ,0,0 ,0 ,0 ,0 ,0 ,18:08,0:00,4:02,7 ,7 ,0 ,6.82,
Jordan Harris                                                 ,Montreal     ,LD     ,28,0 ,2 ,2 ,-2 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,17 ,0.0 ,27 ,13,5 ,0   ,17,1 ,0,0 ,0 ,0 ,0 ,0 ,13:21,0:43,0:27,15,17,0 ,6.86,
Brett Howden                                                  ,Pittsburgh   ,C      ,21,0 ,2 ,2 ,-10,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,9  ,0.0 ,24 ,5 ,4 ,0.40,9 ,1 ,0,0 ,0 ,0 ,0 ,0 ,11:14,0:19,0:00,2 ,12,0 ,6.05,
Charlie Desroches                                             ,Carolina     ,RD/LD  ,18,0 ,2 ,2 ,-3 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,14 ,0.0 ,20 ,12,6 ,0   ,16,2 ,0,0 ,0 ,0 ,0 ,0 ,15:53,0:46,0:23,13,16,0 ,6.56,
Kyle Wood                                                     ,Buffalo      ,RD     ,12,0 ,2 ,2 ,-1 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,11 ,0.0 ,19 ,4 ,4 ,0   ,10,3 ,0,0 ,0 ,0 ,0 ,0 ,15:31,0:09,0:55,6 ,7 ,0 ,6.67,
Tim Heed                                                      ,NY Islanders ,RD     ,14,0 ,2 ,2 ,-4 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,7  ,0.0 ,13 ,3 ,4 ,0   ,18,3 ,0,0 ,0 ,0 ,0 ,0 ,14:11,1:18,0:07,4 ,8 ,0 ,6.86,
Henry Thrun                                                   ,Anaheim      ,LD     ,21,0 ,2 ,2 ,-9 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,10 ,0.0 ,30 ,7 ,11,0   ,24,3 ,0,0 ,0 ,0 ,0 ,0 ,13:59,0:00,0:17,8 ,17,0 ,6.71,
Cale Fleury                                                   ,Washington   ,RD     ,20,0 ,2 ,2 ,-1 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,16 ,0.0 ,35 ,6 ,14,0   ,22,4 ,0,0 ,0 ,0 ,0 ,0 ,16:48,0:00,2:03,12,13,0 ,6.70,
Jake Lee                                                      ,Winnipeg     ,LD     ,18,0 ,2 ,2 ,-13,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,12 ,0.0 ,28 ,5 ,22,0   ,38,4 ,0,0 ,0 ,0 ,0 ,0 ,16:12,0:00,2:05,5 ,18,0 ,6.61,
Adam Fox                                                      ,NY Rangers   ,RD/LD  ,25,0 ,2 ,2 ,-1 ,10 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,13 ,0.0 ,30 ,7 ,6 ,0   ,23,5 ,0,0 ,0 ,0 ,0 ,0 ,15:06,0:10,0:34,9 ,10,0 ,6.80,
Matthew Reid                                                  ,Colorado     ,RW/C   ,13,0 ,2 ,2 ,-1 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,15 ,0.0 ,39 ,4 ,1 ,0.00,4 ,6 ,0,0 ,0 ,0 ,0 ,0 ,12:11,0:00,0:00,5 ,6 ,0 ,6.62,
Scott Mayfield                                                ,Chicago      ,RD     ,20,0 ,2 ,2 ,-10,15 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,21 ,0.0 ,35 ,6 ,14,0   ,26,5 ,1,0 ,0 ,0 ,1 ,1 ,15:36,0:00,2:21,8 ,18,0 ,6.55,
Adam Pelech                                                   ,Arizona      ,LD     ,14,0 ,2 ,2 ,-4 ,18 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,15 ,0.0 ,30 ,5 ,7 ,0   ,23,4 ,0,1 ,0 ,0 ,0 ,0 ,16:13,0:00,2:17,7 ,11,0 ,6.93,
T.J. Valleau                                                  ,Peterborough ,LD     ,17,0 ,2 ,2 ,-7 ,22 ,0   ,0    ,0  ,0  ,1  ,1  ,0   ,0 ,0 ,0 ,6  ,0.0 ,39 ,17,4 ,0   ,23,6 ,0,1 ,0 ,0 ,0 ,0 ,16:41,0:00,2:03,5 ,12,0 ,6.29,
Riley Stillman                                                ,Philadelphia ,LD     ,10,1 ,0 ,1 ,-1 ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,3  ,33.3,17 ,1 ,4 ,0   ,19,0 ,0,0 ,0 ,0 ,0 ,0 ,13:44,0:00,0:03,7 ,8 ,0 ,7.00,
Simon Holmström                                               ,Tucson       ,LW/RW  ,8 ,1 ,0 ,1 ,-4 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,11 ,9.1 ,18 ,4 ,1 ,0   ,1 ,1 ,0,0 ,0 ,0 ,0 ,0 ,13:37,1:07,0:00,1 ,5 ,0 ,6.88,
Brandon Tanev                                                 ,Pittsburgh   ,LW/RW  ,22,1 ,0 ,1 ,0  ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,26 ,3.8 ,38 ,9 ,2 ,0.10,12,4 ,0,0 ,0 ,0 ,0 ,0 ,10:01,0:00,0:00,6 ,6 ,0 ,6.91,
Jakin Sikura                                                  ,Edmonton     ,RW     ,27,1 ,0 ,1 ,-8 ,21 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,16 ,6.3 ,43 ,6 ,2 ,0.08,14,3 ,1,0 ,0 ,1 ,0 ,0 ,9:55 ,0:00,0:09,3 ,11,0 ,6.37,
Fedor Gordeev                                                 ,Minnesota    ,LD     ,6 ,0 ,1 ,1 ,3  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,3  ,0.0 ,11 ,2 ,2 ,0   ,5 ,0 ,0,0 ,0 ,0 ,0 ,0 ,13:40,0:00,0:09,6 ,3 ,0 ,6.67,
Jett Woo                                                      ,Vancouver    ,RD     ,3 ,0 ,1 ,1 ,1  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,3  ,0.0 ,3  ,2 ,0 ,0   ,3 ,0 ,0,0 ,0 ,0 ,0 ,0 ,14:40,1:12,0:40,1 ,0 ,0 ,7.00,
Marshall Warren                                               ,Colorado     ,RD/LD  ,4 ,0 ,1 ,1 ,1  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,3  ,0.0 ,7  ,0 ,1 ,0   ,2 ,0 ,0,0 ,0 ,0 ,0 ,0 ,13:45,0:00,0:18,3 ,2 ,0 ,7.00,
Niklas Nordgren                                               ,Rockford     ,RW     ,1 ,0 ,1 ,1 ,1  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,3  ,0.0 ,2  ,0 ,0 ,0   ,0 ,0 ,0,0 ,0 ,0 ,0 ,0 ,14:28,3:30,0:56,1 ,0 ,0 ,8.00,
Brett Kulak                                                   ,Winnipeg     ,LD     ,4 ,0 ,1 ,1 ,0  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,3  ,0.0 ,2  ,4 ,0 ,0   ,4 ,0 ,0,0 ,0 ,0 ,0 ,0 ,12:45,0:00,1:30,2 ,2 ,0 ,6.75,
Sam Ariyibi                                                   ,Milwaukee    ,LW     ,3 ,0 ,1 ,1 ,-1 ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,1  ,0.0 ,5  ,0 ,0 ,0   ,0 ,0 ,0,0 ,0 ,0 ,0 ,0 ,12:17,0:00,0:00,1 ,2 ,0 ,6.33,
Alex MacLean                                                  ,Columbus     ,RW     ,5 ,0 ,1 ,1 ,-1 ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,4  ,0.0 ,6  ,2 ,0 ,0   ,1 ,0 ,0,0 ,0 ,0 ,0 ,0 ,10:15,0:00,0:00,2 ,3 ,0 ,6.80,
Lukas Craggs                                                  ,Bridgeport   ,LW     ,5 ,0 ,1 ,1 ,-2 ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,7  ,0.0 ,17 ,5 ,1 ,0.00,2 ,0 ,0,0 ,0 ,0 ,0 ,0 ,15:24,0:00,2:56,1 ,3 ,0 ,6.60,
Connor Murphy                                                 ,Edmonton     ,RD/LD  ,11,0 ,1 ,1 ,-3 ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,10 ,0.0 ,24 ,6 ,5 ,0   ,16,0 ,0,0 ,0 ,0 ,0 ,0 ,16:02,0:00,1:54,3 ,6 ,0 ,6.82,
Drew Helleson                                                 ,Chicago      ,RD/LD  ,4 ,0 ,1 ,1 ,-5 ,0  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,2  ,0.0 ,7  ,0 ,1 ,0   ,7 ,0 ,0,0 ,0 ,0 ,0 ,0 ,15:05,0:44,0:01,1 ,6 ,0 ,6.50,
Max Gildon                                                    ,Florida      ,LD     ,8 ,0 ,1 ,1 ,0  ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,6  ,0.0 ,13 ,5 ,1 ,0   ,7 ,1 ,0,0 ,0 ,0 ,0 ,0 ,15:55,2:43,0:15,2 ,2 ,0 ,6.75,
Colby Sissons                                                 ,New Jersey   ,LD     ,8 ,0 ,1 ,1 ,-1 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,3  ,0.0 ,3  ,5 ,2 ,0   ,8 ,1 ,0,0 ,0 ,0 ,0 ,0 ,12:22,0:00,0:22,4 ,5 ,0 ,6.88,
Ian Mitchell                                                  ,Chicago      ,RD     ,7 ,0 ,1 ,1 ,-2 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,2  ,0.0 ,5  ,3 ,3 ,0   ,7 ,1 ,0,0 ,0 ,0 ,0 ,0 ,17:00,1:02,0:25,4 ,6 ,0 ,6.43,
Yegor Afanasyev                                               ,Nashville    ,LW/RW  ,26,0 ,1 ,1 ,-9 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,16 ,0.0 ,47 ,7 ,2 ,0.25,13,1 ,0,0 ,0 ,0 ,0 ,0 ,10:02,0:00,0:00,4 ,13,0 ,6.65,
Slava Demin                                                   ,Vegas        ,LD/RD  ,11,0 ,1 ,1 ,4  ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,13 ,0.0 ,13 ,2 ,0 ,0   ,10,2 ,0,0 ,0 ,0 ,0 ,0 ,16:00,1:10,0:25,10,6 ,0 ,7.00,
John Gilmour                                                  ,St. Louis    ,LD     ,6 ,0 ,1 ,1 ,0  ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,4  ,0.0 ,11 ,0 ,1 ,0   ,5 ,2 ,0,0 ,0 ,0 ,0 ,0 ,13:00,0:39,0:14,2 ,2 ,0 ,7.17,
Dylan Gratton                                                 ,Iowa         ,LD/RD  ,11,0 ,1 ,1 ,-2 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,10 ,0.0 ,9  ,4 ,1 ,0   ,6 ,2 ,0,0 ,0 ,0 ,0 ,0 ,16:13,1:00,0:25,6 ,8 ,0 ,6.36,
Matt Kooiman                                                  ,Dallas       ,RD     ,8 ,0 ,1 ,1 ,-6 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,6  ,0.0 ,22 ,6 ,1 ,0   ,8 ,2 ,0,0 ,0 ,0 ,0 ,0 ,17:45,0:02,0:37,4 ,10,0 ,6.50,
Jayden Struble                                                ,Montreal     ,LD/RD  ,16,0 ,1 ,1 ,-9 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,8  ,0.0 ,32 ,6 ,4 ,0   ,13,2 ,0,0 ,0 ,0 ,0 ,0 ,12:56,0:00,0:32,4 ,13,0 ,6.50,
Matt Filipe                                                   ,Carolina     ,LW     ,6 ,0 ,1 ,1 ,-2 ,5  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,4  ,0.0 ,10 ,3 ,0 ,0   ,2 ,0 ,1,0 ,0 ,0 ,1 ,0 ,10:38,0:00,0:00,1 ,3 ,0 ,7.00,
Gavin Bayreuther                                              ,Los Angeles  ,LD     ,21,0 ,1 ,1 ,-1 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,16 ,0.0 ,23 ,2 ,5 ,0   ,14,3 ,0,0 ,0 ,0 ,0 ,0 ,14:25,0:14,0:19,11,12,0 ,6.71,
Clay Hanus                                                    ,NY Rangers   ,LD     ,13,0 ,1 ,1 ,-2 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,10 ,0.0 ,18 ,4 ,12,0   ,20,3 ,0,0 ,0 ,0 ,0 ,0 ,15:05,0:00,0:38,4 ,6 ,0 ,6.69,
Isaac Ratcliffe                                               ,Calgary      ,LW     ,12,0 ,1 ,1 ,-2 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,12 ,0.0 ,30 ,3 ,3 ,0   ,6 ,4 ,0,0 ,0 ,0 ,0 ,0 ,11:19,0:00,0:00,1 ,3 ,0 ,6.92,
Billy Dempsey                                                 ,Nashville    ,LW     ,26,0 ,1 ,1 ,-13,10 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,9  ,0.0 ,42 ,3 ,1 ,0.12,8 ,5 ,0,0 ,0 ,0 ,0 ,0 ,9:42 ,0:00,0:00,2 ,15,0 ,6.27,
Erik Johnson                                                  ,NY Islanders ,RD     ,21,0 ,1 ,1 ,-4 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,16 ,0.0 ,51 ,7 ,13,0   ,42,6 ,0,0 ,0 ,0 ,0 ,0 ,19:11,0:26,3:33,15,19,0 ,6.52,
Jakub Zboril                                                  ,Buffalo      ,LD/RD  ,22,0 ,1 ,1 ,0  ,22 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,15 ,0.0 ,46 ,13,6 ,0   ,18,6 ,0,1 ,0 ,0 ,0 ,0 ,14:38,0:03,0:40,10,10,0 ,6.86,
Nicolas Meloche                                               ,Carolina     ,RD     ,1 ,0 ,0 ,0 ,2  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,0  ,--- ,1  ,0 ,1 ,0   ,0 ,0 ,0,0 ,0 ,0 ,0 ,0 ,18:09,0:00,0:00,2 ,0 ,0 ,7.00,
Mitchell Vande Sompel                                         ,NY Islanders ,LD     ,2 ,0 ,0 ,0 ,2  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,0  ,--- ,2  ,0 ,0 ,0   ,1 ,0 ,0,0 ,0 ,0 ,0 ,0 ,7:34 ,0:00,0:00,2 ,0 ,0 ,7.00,
Mark Barberio                                                 ,Ottawa       ,LD/RD  ,1 ,0 ,0 ,0 ,1  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,2  ,0.0 ,2  ,1 ,0 ,0   ,0 ,0 ,0,0 ,0 ,0 ,0 ,0 ,16:23,0:00,0:00,1 ,0 ,0 ,7.00,
Daniil Gushchin                                               ,Tucson       ,RW/LW  ,5 ,0 ,0 ,0 ,1  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,8  ,0.0 ,0  ,3 ,0 ,0   ,2 ,0 ,0,0 ,0 ,0 ,0 ,0 ,13:42,0:00,0:00,1 ,0 ,0 ,6.40,
Simon Johansson                                               ,Minnesota    ,RD     ,1 ,0 ,0 ,0 ,1  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,1  ,0.0 ,0  ,0 ,0 ,0   ,0 ,0 ,0,0 ,0 ,0 ,0 ,0 ,15:06,0:00,0:00,1 ,0 ,0 ,7.00,
Luke Green                                                    ,Pittsburgh   ,RD/LD  ,3 ,0 ,0 ,0 ,0  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,1  ,0.0 ,1  ,2 ,0 ,0   ,7 ,0 ,0,0 ,0 ,0 ,0 ,0 ,14:20,0:00,0:00,2 ,2 ,0 ,6.67,
Christopher Merisier-Ortiz                                    ,Montreal     ,LD/RD  ,1 ,0 ,0 ,0 ,0  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,0  ,--- ,0  ,0 ,0 ,0   ,2 ,0 ,0,0 ,0 ,0 ,0 ,0 ,14:27,0:00,0:00,0 ,0 ,0 ,7.00,
Henri Jokiharju                                               ,Buffalo      ,RD/LD  ,2 ,0 ,0 ,0 ,0  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,0  ,--- ,1  ,0 ,0 ,0   ,0 ,0 ,0,0 ,0 ,0 ,0 ,0 ,14:30,0:00,0:21,1 ,1 ,0 ,6.00,
Brandon Carlo                                                 ,Boston       ,RD     ,1 ,0 ,0 ,0 ,0  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,0  ,--- ,3  ,0 ,1 ,0   ,4 ,0 ,0,0 ,0 ,0 ,0 ,0 ,20:05,0:00,4:14,0 ,0 ,0 ,7.00,
Ty Smilanic                                                   ,Rochester    ,LW/RW  ,1 ,0 ,0 ,0 ,0  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,0  ,--- ,2  ,0 ,0 ,0   ,0 ,0 ,0,0 ,0 ,0 ,0 ,0 ,9:44 ,0:00,0:00,0 ,0 ,0 ,7.00,
