Name,Year,Team,Pos,GP,W,L,T,SHA,GA,GAA,SV%,SO,G,A,PIM,TOI,
Thatcher Demko,2020,Canucks,G,7,3,4,0,188,17,2.35,0.910,1,0,0,0,435,
